IND34692,3,9
IND35202,2,3
IND18498,4,4
IND37090,4,4
IND02881,4,4
IND08688,3,1
IND18973,3,6
IND37820,3,7
IND40754,3,9
IND36953,2,3
IND02938,2,2
IND27246,3,9
IND06039,3,7
IND19162,3,1
IND20583,4,4
IND03238,2,2
IND07968,2,1
IND22029,3,9
IND05649,2,1
IND11090,2,1
IND23958,4,4
IND27981,4,4
IND28838,3,7
IND20591,3,7
IND06641,4,4
IND30303,4,4
IND12568,4,4
IND09205,3,9
IND12188,3,6
IND12244,2,1
IND26251,4,4
IND15398,3,9
IND05168,3,1
IND21695,2,2
IND30407,3,9
IND08180,3,1
IND34994,2,1
IND06513,2,1
IND13049,2,2
IND24284,3,6
IND40912,2,1
IND41986,4,4
IND16256,4,4
IND01894,2,3
IND22318,4,4
IND24444,3,9
IND19246,2,1
IND43133,2,3
IND16492,2,1
IND13801,3,6
IND22374,3,9
IND23319,3,1
IND07666,3,6
IND05958,3,6
IND42430,3,9
IND11284,3,7
IND32630,4,4
IND18923,4,4
IND38865,3,9
IND07753,4,4
IND37573,2,1
IND22209,3,9
IND34918,3,9
IND41921,3,1
IND32081,3,6
IND03208,3,1
IND16461,4,1
IND25142,2,1
IND20951,4,4
IND35726,4,4
IND21419,4,4
IND38340,4,3
IND19201,4,0
IND10739,2,2
IND16087,4,4
IND27416,3,1
IND42741,2,1
IND13319,2,1
IND35549,3,1
IND03706,4,4
IND07325,4,4
IND24154,3,1
IND24839,2,1
IND02151,2,2
IND33393,4,4
IND19940,4,4
IND20079,4,3
IND28297,3,9
IND27128,4,4
IND31349,3,9
IND30700,3,7
IND16587,2,2
IND17677,3,9
IND43324,4,4
IND05241,3,9
IND11317,2,1
IND14551,2,3
IND21230,3,9
IND17743,2,3
IND32407,3,9
IND32944,2,2
IND12205,4,4
IND10813,3,9
IND03680,3,1
IND20607,3,9
IND42900,3,7
IND02098,4,4
IND14635,4,4
IND37664,2,1
IND40998,3,7
IND04086,3,9
IND04143,4,4
IND10847,2,3
IND29768,3,1
IND31261,3,6
IND08542,2,1
IND21159,3,9
IND31162,3,9
IND31717,4,4
IND38105,4,4
IND23662,2,1
IND34816,3,1
IND40837,4,4
IND12932,4,1
IND27664,3,1
IND36381,3,9
IND02182,4,5
IND20126,3,9
IND26713,4,4
IND20093,2,3
IND08930,4,4
IND04848,3,1
IND08979,3,6
IND21075,2,3
IND34888,3,6
IND41175,4,4
IND26403,2,1
IND32796,4,1
IND10497,4,4
IND20374,4,0
IND07668,4,4
IND17972,4,3
IND0921,3,1
IND43921,3,1
IND09833,3,1
IND22192,4,4
IND32249,3,7
IND34388,3,7
IND01733,4,4
IND03272,3,9
IND04269,2,1
IND02615,2,1
IND43208,3,6
IND35622,4,4
IND41956,2,1
IND18926,3,1
IND13053,4,4
IND13181,2,1
IND37399,3,9
IND24064,3,9
IND40964,2,1
IND42333,3,1
IND30739,2,11
IND32985,3,9
IND04681,4,1
IND20017,3,9
IND44990,3,9
IND18895,3,1
IND02028,4,4
IND19751,3,1
IND35591,3,6
IND19736,3,9
IND20998,4,1
IND25336,3,6
IND03883,2,2
IND19525,3,9
IND23659,4,4
IND30109,3,9
IND32952,2,2
IND38166,3,6
IND42564,2,1
IND02877,3,9
IND04457,3,7
IND06989,3,7
IND01598,2,2
IND13179,4,4
IND32075,3,6
IND35219,2,3
IND15759,3,9
IND37483,2,1
IND25668,4,5
IND44321,3,9
IND10444,3,9
IND20564,3,6
IND01572,4,4
IND34273,3,1
IND38832,2,2
IND20145,3,1
IND03101,3,1
IND10512,2,1
IND41127,3,1
IND07192,2,1
IND07581,2,1
IND08629,3,9
IND16656,3,6
IND0604,4,0
IND0957,4,4
IND11630,2,3
IND02115,4,1
IND34984,4,4
IND36130,4,4
IND41547,3,6
IND29216,3,9
IND14399,2,11
IND43458,2,1
IND11429,3,6
IND37273,4,5
IND39614,3,1
IND07631,4,4
IND36146,3,1
IND12275,3,6
IND25137,3,1
IND25767,3,6
IND28222,3,6
IND12606,3,7
IND0353,3,6
IND09781,2,1
IND04581,2,3
IND30217,4,4
IND27831,3,9
IND02428,2,3
IND11084,2,1
IND29035,3,6
IND43286,3,9
IND13466,3,9
IND37486,3,9
IND11298,4,3
IND29621,3,1
IND27738,3,9
IND36534,4,4
IND40501,3,9
IND25745,4,4
IND31873,3,6
IND23980,4,4
IND31948,2,2
IND01852,4,4
IND03304,3,1
IND15035,4,4
IND30146,3,6
IND10466,4,3
IND18113,4,4
IND25911,2,1
IND31320,4,4
IND33674,4,4
IND37293,4,4
IND39444,3,9
IND04627,3,7
IND06005,4,4
IND08463,4,4
IND34567,2,3
IND34163,3,7
IND10935,2,1
IND25124,3,1
IND37120,3,9
IND25468,3,6
IND35108,3,9
IND18111,3,9
IND25003,4,5
IND43867,3,6
IND01688,4,4
IND19136,4,4
IND22254,3,9
IND40649,3,9
IND06410,3,9
IND16985,3,9
IND13574,3,1
IND0686,2,11
IND10631,4,1
IND20355,4,4
IND25072,3,1
IND41459,2,3
IND43008,2,1
IND44648,4,4
IND32574,2,1
IND31258,3,9
IND12083,3,6
IND29034,3,9
IND03992,2,2
IND12875,2,11
IND16318,3,9
IND43057,3,6
IND39517,3,1
IND37016,3,9
IND22669,3,9
IND33403,3,6
IND34711,2,11
IND11092,3,6
IND13836,2,3
IND38899,3,9
IND39109,2,1
IND44881,4,4
IND03150,3,1
IND14208,2,2
IND14375,4,1
IND31920,3,9
IND14570,2,3
IND36834,3,7
IND37752,4,4
IND43001,3,10
IND21426,3,9
IND43839,2,1
IND21430,2,3
IND27895,3,9
IND41567,2,2
IND44985,3,1
IND02339,3,9
IND37346,2,1
IND08132,4,4
IND25946,3,1
IND35226,4,4
IND10965,3,9
IND16617,3,9
IND09568,4,4
IND42330,3,1
IND34540,4,4
IND37572,4,1
IND23292,4,1
IND29752,4,4
IND13534,2,2
IND26013,2,2
IND28286,3,9
IND10164,3,6
IND19787,3,7
IND21953,2,1
IND10372,4,4
IND22583,4,4
IND25797,3,9
IND17877,3,9
IND15694,4,3
IND44379,4,4
IND19561,3,1
IND30210,3,9
IND14858,2,1
IND34869,3,9
IND38477,3,6
IND39971,4,4
IND16346,4,4
IND21184,2,3
IND38421,3,1
IND23823,2,1
IND07046,3,6
IND04570,3,9
IND24706,3,9
IND37577,2,1
IND0958,3,9
IND0200,2,1
IND40413,3,6
IND36293,4,4
IND11490,4,4
IND17875,3,9
IND24274,2,3
IND23901,4,4
IND31913,3,6
IND29278,2,1
IND27973,4,4
IND28242,4,4
IND05959,2,2
IND0431,3,9
IND20596,2,1
IND32071,3,10
IND23622,3,9
IND42875,2,11
IND06382,4,3
IND19669,4,4
IND23852,2,3
IND13076,4,4
IND03038,2,2
IND11647,3,9
IND25490,4,4
IND27050,4,4
IND03040,2,1
IND05505,4,4
IND19011,4,4
IND22841,3,9
IND41180,3,9
IND42619,3,6
IND22296,2,1
IND23494,2,1
IND31449,2,3
IND35383,4,1
IND43533,3,9
IND08254,3,1
IND12032,3,8
IND40832,3,9
IND12485,2,3
IND43086,2,1
IND23889,3,6
IND34318,4,4
IND23584,3,6
IND26381,3,1
IND0465,2,1
IND15162,3,9
IND15440,3,7
IND14332,2,11
IND44473,2,11
IND30941,2,1
IND06514,3,6
IND25591,2,1
IND0488,3,1
IND0889,2,2
IND06154,4,3
IND36386,3,9
IND11588,4,4
IND23371,3,9
IND44870,2,3
IND09094,4,4
IND11067,4,4
IND17479,3,6
IND39051,3,1
IND31062,3,6
IND39452,3,9
IND07935,2,1
IND25007,3,1
IND39646,2,1
IND32542,2,3
IND40827,4,5
IND42834,2,2
IND14777,3,6
IND20139,3,9
IND32987,3,9
IND13214,3,1
IND19993,3,9
IND08798,3,9
IND23266,3,9
IND05125,4,4
IND11215,2,11
IND28874,3,6
IND37301,3,9
IND06357,2,1
IND21038,3,9
IND33052,2,2
IND38142,4,4
IND33020,4,4
IND0562,3,1
IND30229,3,9
IND41072,3,7
IND20585,4,4
IND25763,3,7
IND38385,4,4
IND17675,4,4
IND19660,3,9
IND02593,3,1
IND25604,4,4
IND18589,4,4
IND11924,3,9
IND20324,4,4
IND43628,4,1
IND02240,4,4
IND08791,4,4
IND08580,4,4
IND38989,2,1
IND33819,3,7
IND35853,2,3
IND01962,3,6
IND33612,4,4
IND15829,4,4
IND25831,4,1
IND27726,3,9
IND42594,4,4
IND09580,3,9
IND29182,4,4
IND09674,2,11
IND31875,3,9
IND24042,4,4
IND09527,3,9
IND19915,3,1
IND24707,3,1
IND26944,2,3
IND04441,3,6
IND24770,2,1
IND12510,3,9
IND14607,4,4
IND36369,3,9
IND42067,2,1
IND13110,4,4
IND11621,3,7
IND02056,2,1
IND32234,3,1
IND36003,2,3
IND40225,4,4
IND21012,4,4
IND31622,4,4
IND34493,2,2
IND23059,4,4
IND23832,4,4
IND16829,2,2
IND34810,3,9
IND43272,3,6
IND06987,3,6
IND20052,3,7
IND28721,3,6
IND16014,4,4
IND26893,4,4
IND44459,2,2
IND05949,2,1
IND10874,3,6
IND33854,3,6
IND05172,3,9
IND09250,3,9
IND23856,3,1
IND20695,4,4
IND32598,4,4
IND42471,2,11
IND04821,4,4
IND23882,2,2
IND30133,2,1
IND32769,2,1
IND39131,4,4
IND24637,3,6
IND26667,3,6
IND34629,4,4
IND02143,3,1
IND06462,3,7
IND12258,2,2
IND02333,3,9
IND20182,3,9
IND39245,3,9
IND42683,2,3
IND05141,3,6
IND23588,3,9
IND02964,3,9
IND04104,3,1
IND26461,3,7
IND01331,2,2
IND21370,2,3
IND36570,3,9
IND0224,2,1
IND16780,2,1
IND24534,2,1
IND31657,4,0
IND39820,4,4
IND19019,2,2
IND24285,4,4
IND06178,3,1
IND37675,2,1
IND37780,2,1
IND11385,3,7
IND39544,4,4
IND11949,3,7
IND33616,3,7
IND01559,3,9
IND24809,3,1
IND01708,4,4
IND22932,4,5
IND24429,4,4
IND28335,4,4
IND35934,4,5
IND39537,2,2
IND41828,3,9
IND01066,3,1
IND02833,3,6
IND19749,3,6
IND28395,3,1
IND42959,2,1
IND18741,3,9
IND21923,2,1
IND25045,2,2
IND30699,3,6
IND33821,3,1
IND42187,2,2
IND01790,2,1
IND03572,3,7
IND0630,2,1
IND05223,3,1
IND09399,2,2
IND10120,2,2
IND21134,2,2
IND27436,2,2
IND39464,2,3
IND02613,2,1
IND02228,2,1
IND16371,2,2
IND17974,4,1
IND19732,2,11
IND42362,4,4
IND03741,4,4
IND02864,3,1
IND04183,4,1
IND26323,2,2
IND20530,3,9
IND23262,3,9
IND30517,4,4
IND43863,4,4
IND06401,3,6
IND16359,3,1
IND34207,3,9
IND11416,3,7
IND41654,3,6
IND21129,4,4
IND40382,3,9
IND24909,4,4
IND02363,3,1
IND23344,4,1
IND38022,3,9
IND24693,4,1
IND35387,3,7
IND21060,3,1
IND17418,3,7
IND18245,3,9
IND19324,3,9
IND20449,3,6
IND05378,3,7
IND31277,4,1
IND02303,2,1
IND06375,3,1
IND19809,3,9
IND21235,4,4
IND13541,4,4
IND16729,3,9
IND19864,3,6
IND27714,4,4
IND01820,2,2
IND35533,3,9
IND05445,3,9
IND06760,3,9
IND35996,4,4
IND16621,4,4
IND15776,2,1
IND38934,2,11
IND08157,3,1
IND35962,3,9
IND03620,2,2
IND29802,2,2
IND41059,3,7
IND42836,3,6
IND01528,2,3
IND34394,3,1
IND01831,2,2
IND32851,3,9
IND14327,3,6
IND25706,4,4
IND23757,2,1
IND28447,2,3
IND18970,4,4
IND28551,2,1
IND0776,3,6
IND12198,2,1
IND40631,4,4
IND09845,3,9
IND13421,4,4
IND15593,3,9
IND22313,4,4
IND11963,3,6
IND22030,4,0
IND11314,3,9
IND13765,4,4
IND16187,3,9
IND40094,4,5
IND15026,2,1
IND20402,3,9
IND28766,3,9
IND37296,3,6
IND21847,3,6
IND24454,2,1
IND27925,3,1
IND12405,3,7
IND14068,3,9
IND42498,3,1
IND42491,3,9
IND40128,3,7
IND27770,2,1
IND32005,4,4
IND13190,2,3
IND19274,2,3
IND17222,3,1
IND02907,2,1
IND05547,4,4
IND08261,2,11
IND41195,3,9
IND42751,3,1
IND32872,3,6
IND14185,3,9
IND11244,3,9
IND21743,3,7
IND34484,4,4
IND42144,3,9
IND0848,3,7
IND20454,3,1
IND07264,4,1
IND10645,3,6
IND37019,2,1
IND21901,4,4
IND01983,2,1
IND21700,3,7
IND37996,2,1
IND30507,2,3
IND02565,3,9
IND34047,3,1
IND43406,3,6
IND02093,3,6
IND14829,3,7
IND01312,3,1
IND22200,2,1
IND27786,3,9
IND02396,3,9
IND15909,3,9
IND0138,3,7
IND43015,2,1
IND06901,4,4
IND10824,3,7
IND44175,2,1
IND12724,3,1
IND16185,2,1
IND39243,3,6
IND40307,2,1
IND13962,4,4
IND25624,2,1
IND43652,4,4
IND0383,2,1
IND28385,3,7
IND12292,4,4
IND04180,4,4
IND08345,4,4
IND38419,3,9
IND27238,3,6
IND35157,4,4
IND34001,3,9
IND02466,3,7
IND16357,4,4
IND23490,3,6
IND40397,4,4
IND44001,4,4
IND29694,2,1
IND25963,4,3
IND43144,4,4
IND06746,3,6
IND41573,3,6
IND13508,3,9
IND26957,2,3
IND11898,3,9
IND23004,3,9
IND15048,3,6
IND33689,3,7
IND16361,4,4
IND39319,3,9
IND19767,2,2
IND27546,3,6
IND22453,3,6
IND16322,2,3
IND22178,4,4
IND14490,4,4
IND28025,4,4
IND36207,2,2
IND05202,2,1
IND29707,3,1
IND36970,3,7
IND30914,3,1
IND09197,3,9
IND31648,4,4
IND35061,2,2
IND09640,3,9
IND34444,3,1
IND17539,3,6
IND43331,4,4
IND05204,3,1
IND10561,4,4
IND11428,3,9
IND05716,3,1
IND28812,2,2
IND42062,3,1
IND11406,3,9
IND28744,3,1
IND02531,2,1
IND23219,4,4
IND35974,2,3
IND07945,4,4
IND26375,2,1
IND43445,2,1
IND23375,4,4
IND38387,2,3
IND06177,4,4
IND12715,3,6
IND13116,3,7
IND23646,2,2
IND32647,3,6
IND0823,4,4
IND40097,3,9
IND06594,4,4
IND42527,4,1
IND06609,3,1
IND16047,4,4
IND23685,3,1
IND11967,4,4
IND27220,3,1
IND43692,2,2
IND0118,3,9
IND07653,3,1
IND22643,3,7
IND41892,3,1
IND12057,2,2
IND25771,3,1
IND05333,3,9
IND31588,3,1
IND36404,3,7
IND07742,4,0
IND10257,2,1
IND17240,4,4
IND11394,3,9
IND04693,4,1
IND14087,4,4
IND05766,3,9
IND0728,2,2
IND11857,4,4
IND28630,3,9
IND43490,4,4
IND43027,3,9
IND0240,3,1
IND14466,2,1
IND18266,4,4
IND28373,2,1
IND33735,3,6
IND34081,3,9
IND19356,3,6
IND01665,3,9
IND19106,3,9
IND04938,3,6
IND07798,3,7
IND18220,3,9
IND35406,3,9
IND04167,3,1
IND39669,2,2
IND27889,3,1
IND41823,4,4
IND13137,4,3
IND31100,2,2
IND13615,3,9
IND37174,2,2
IND43907,4,4
IND32380,3,1
IND15239,4,4
IND44263,4,4
IND11290,4,1
IND22530,3,9
IND32738,2,2
IND41166,2,2
IND22037,2,3
IND41539,3,9
IND0331,2,1
IND04959,2,1
IND15942,3,9
IND40850,2,3
IND09335,3,9
IND22330,3,1
IND34347,3,8
IND36950,3,1
IND42607,3,9
IND27269,2,1
IND34146,4,4
IND26253,4,4
IND04830,4,4
IND43357,3,9
IND08113,4,4
IND34214,4,4
IND15680,4,4
IND32222,3,9
IND32735,2,1
IND16588,3,6
IND26384,2,2
IND24819,4,4
IND42422,2,1
IND23926,3,1
IND34326,2,1
IND40449,3,9
IND29564,2,1
IND02686,4,4
IND13068,2,2
IND03664,2,2
IND36435,3,9
IND34882,3,6
IND23876,3,9
IND04068,4,4
IND24959,3,7
IND03890,4,4
IND25458,3,10
IND07101,4,4
IND13170,3,9
IND23472,4,1
IND30541,4,4
IND33060,2,3
IND0418,4,4
IND16112,3,1
IND22604,3,3
IND08087,3,6
IND44642,4,4
IND13579,3,9
IND30415,3,1
IND39217,3,9
IND02419,2,3
IND24141,2,2
IND24267,2,1
IND24403,4,4
IND19047,3,10
IND26702,2,1
IND28779,4,4
IND32590,2,11
IND11894,2,2
IND03381,4,5
IND15855,3,1
IND22567,2,3
IND11579,4,4
IND37072,3,3
IND10972,3,9
IND04300,3,9
IND14370,3,9
IND37853,2,1
IND08962,3,1
IND30110,2,2
IND16193,3,9
IND21593,4,4
IND30977,3,1
IND34179,3,9
IND08626,4,4
IND23195,4,0
IND37349,3,7
IND07544,2,2
IND08891,3,6
IND0766,4,4
IND17653,2,11
IND38860,4,4
IND44632,4,4
IND09310,3,6
IND23014,3,6
IND26099,4,4
IND02017,3,9
IND09940,2,1
IND25397,2,3
IND32583,3,9
IND35495,3,6
IND11180,3,9
IND22596,4,4
IND24615,4,1
IND40581,4,4
IND40151,3,9
IND43416,3,1
IND02642,4,4
IND16673,2,1
IND17998,2,1
IND32688,4,1
IND44124,4,0
IND27462,4,0
IND33623,3,1
IND35868,4,4
IND38924,3,9
IND06800,4,4
IND32169,4,4
IND03110,2,1
IND08399,3,6
IND21600,4,4
IND13275,3,1
IND09628,3,9
IND32376,3,1
IND33639,3,9
IND01034,3,9
IND21775,2,1
IND14200,4,4
IND30452,3,1
IND09863,4,4
IND21951,3,6
IND12927,3,7
IND38653,2,1
IND01907,3,1
IND22352,2,1
IND42091,4,4
IND02572,4,4
IND02158,4,4
IND11158,3,7
IND28534,3,10
IND11678,3,7
IND16293,3,9
IND10681,3,1
IND44136,3,9
IND08467,3,9
IND11100,3,1
IND17625,3,9
IND40241,4,4
IND08935,4,4
IND31028,4,4
IND39872,4,4
IND10137,4,4
IND39194,3,10
IND42586,2,1
IND17602,3,9
IND30956,4,4
IND35429,3,6
IND39144,3,1
IND43151,3,9
IND15085,4,4
IND05962,3,9
IND22945,4,4
IND31159,2,2
IND38630,4,4
IND40404,4,4
IND41778,3,6
IND01372,2,2
IND28039,3,1
IND44886,2,2
IND43362,4,4
IND40666,3,1
IND21478,2,3
IND29663,3,9
IND37210,4,1
IND07922,4,4
IND01887,3,1
IND34906,2,2
IND39458,4,4
IND41982,4,4
IND22645,4,4
IND36898,3,9
IND44897,3,6
IND24880,2,1
IND38370,3,9
IND21453,2,3
IND15182,4,4
IND27069,4,4
IND36384,4,4
IND12044,2,3
IND38886,4,4
IND07775,2,1
IND04514,3,1
IND09385,3,9
IND24084,4,4
IND37428,3,7
IND11829,4,4
IND19530,4,4
IND22678,2,3
IND33967,3,6
IND12675,3,1
IND17249,3,1
IND34842,2,1
IND43232,2,1
IND07683,3,9
IND35124,4,1
IND02376,3,7
IND21420,2,2
IND26859,2,2
IND43308,3,7
IND38794,4,4
IND40326,3,10
IND41477,2,3
IND29071,2,2
